\,SWC Type,Assigned value,Average branch length,Average contraction,Average fragmentation,Average remote bif. angle,Average partition asymmetry,Average fractal dimension,Average spine/varicosity density,Depth,Height,Highest path order,Cable length,Mean radius,No. of branch points,No. of branches,No. of fitted paths,No. of nodes,No. of paths,No. of primary branches,No. of inner branches,No of spines/varicosities,No. of terminal branches,No. of tips,Length of primary branches (sum),Length of inner branches (sum),Length of terminal branches (sum),Horton-Strahler number,Horton-Strahler bifurcation ratio,Width,Sholl: Centroid,Sholl: Centroid radius,Sholl: Decay,Sholl: Enclosing radius,Sholl: Intercept,Sholl: Kurtosis,Sholl: Max,Sholl: Max (fitted),Sholl: Max (fitted) radius,Sholl: Mean,Sholl: Median,Sholl: No. maxima,Sholl: No. secondary maxima,Sholl: Degree of Polynomial fit,Sholl: Skeweness,Sholl: Sum,Sholl: Variance
Nos1-CreERT2_Ai14_BT_-260226.05.02.01_569319306_m,Undefined,0.0,63.78116406767456,0.8609379619443398,54.53896103896104,83.37799415060124,0.4616085588688328,1.0356908728785885,0.0,153.68,522.0283000000001,6,9822.299266421884,0.10014724708726795,74,154,0,8246,81,8,1,0,81,81,608.5720597869071,31.372238564258414,6325.110941641546,5,3.253453947368421,865.899,14.107416879795396,232.75696007060665,0.026247726587058928,465.5139201412134,-8.748327792499756,-0.3428341715963876,50.0,45.538773164600585,90.71553315572363,14.107416879795368,7.0,1,0,20,0.9522631179346626,5516.0,193.75766279756056
Nos1-CreERT2_Ai14_BT_-285361.04.01.01_585893436_m,Undefined,0.0,54.05021132890813,0.9025197500145666,47.296875,80.4645578832195,0.5280785431785379,1.0250904864148147,0.0,84.84,730.507,15,20755.281150300725,0.08133422556011795,190,384,0,17779,195,6,4,0,195,195,441.44500788110713,114.10804355590497,13080.365303161985,6,2.418193277310924,854.2548999999999,24.623931623931625,274.02713896755387,0.022117700532914748,548.0542779351076,-8.75776369188027,-1.1633592008807208,71.0,63.725146813103464,157.25754441821076,24.62393162393161,18.0,1,0,20,0.5419857761063126,11524.0,479.5713318325742
Nos1-CreERT2_Ai14_BT_-285362.04.01.01_572837209_m,Undefined,0.0,24.258627245653678,0.8962705888829209,21.636363636363637,81.90586838640854,0.497189060939061,1.0323441060064529,0.0,58.3094,320.8977,9,5070.053094341615,0.05253385833733717,102,209,0,4314,108,6,2,0,108,108,205.2789548592317,60.354873111404984,3097.131542991142,5,2.9960741292708506,225.829,17.71951219512195,96.12963313430355,0.058142154831247836,192.25926626860712,-6.271285725340978,-1.1312667992576884,48.0,43.07783115735978,51.89820684551358,17.719512195121933,13.0,1,0,20,0.5171341753046508,2906.0,206.58342061948238
Nos1-CreERT2_Ai14_BT_-286854.04.01.01_596793070_m,Undefined,0.0,63.14105031815808,0.8868840936260916,53.22184300341297,77.76573403977648,0.5271257102445959,1.0305531738166214,0.0,153.98039999999997,395.2177,13,18500.327743220318,0.0729007159208117,143,293,0,15302,151,7,8,0,151,151,147.43190365616377,85.70045796559116,13229.303324682798,5,2.0983018207282913,807.8356000000001,27.807486631016044,227.1180597456624,0.02722283371972086,454.23611949132476,-7.853115763455976,-1.3147005157957712,71.0,68.33545023588846,70.63188989409339,27.807486631015962,19.5,1,0,20,0.4967414234336583,10400.0,573.190721279981
Nos1-CreERT2_Sst-IRES-FlpO_Ai65-243223.02.01.01_562232730_m,Undefined,0.0,57.14257219326217,0.8766470782444125,47.211920529801326,86.66347126312559,0.6091811868277113,1.0349553889943641,0.0,159.57,572.0126,11,8628.52840118259,0.08356164806109026,73,151,0,6979,79,6,2,0,79,79,253.1893649851049,86.92317248059342,5907.655758551935,5,3.1019668737060044,504.2432,12.508241758241759,227.95492478595418,0.02846619544922194,455.90984957190835,-8.642222756226042,-0.8962535789972015,44.0,38.60118112434287,70.33319993395831,12.508241758241706,7.0,1,0,20,0.6894383945738737,4553.0,160.93381618381687
Nos1-CreERT2_Sst-IRES-FlpO_Ai65-244006.04.02.01_561095910_m,Undefined,0.0,46.84306714436575,0.8910880700988444,40.81818181818182,75.89727403352259,0.5588286283780651,1.0307235106629118,0.0,62.983399999999996,510.0664,13,4637.463647292207,0.08051502706877259,48,99,0,3943,52,5,6,0,52,52,155.67557494455065,104.60371459188013,3213.5167816992457,4,2.097979797979798,587.132,9.923076923076923,168.3113677964207,0.03151494341071125,336.6227355928406,-8.586204566907425,-1.2871775452998075,22.0,16.500862275060566,53.15095825150115,9.923076923076932,12.0,1,0,20,-0.24315699470807278,2838.0,31.20809716599192
Nos1-CreERT2_Sst-IRES-FlpO_Ai65-271574.05.01.01_587405549_m,Undefined,0.0,63.67180099550918,0.8508762553028496,55.11126373626374,78.93133515992504,0.5174842735575873,1.0400348221961075,0.0,148.10379999999998,920.5344,13,46353.07112473072,0.0775567998115413,361,728,0,39394,368,5,3,0,368,368,406.23815997143464,88.96052202009292,26263.289168400875,7,2.6256976446492577,1215.5926000000002,44.232081911262796,346.243925264164,0.01477732924851365,692.4878505283278,-9.473086922281748,-0.7949414051585251,109.0,100.1744039677018,169.2748079069246,44.23208191126274,44.0,1,0,20,0.5116550284681609,25920.0,848.6092937778967
Nos1-CreERT2_Sst-IRES-FlpO_Ai65-271574.05.02.01_566351095_m,Undefined,0.0,71.51578338782697,0.8786852280351808,59.390756302521005,79.6216434281549,0.5070775404751567,1.030815527780218,0.0,155.6487,644.8602000000001,10,17020.75644630282,0.09037810909277437,115,238,0,13898,124,8,1,0,124,124,637.4934363450558,75.24765876855702,12024.19550733424,5,4.021178541839271,633.5575,25.357702349869452,236.79249254169602,0.02372392051684859,473.5849850833908,-8.484721104506315,-1.3220629580540606,65.0,55.911018330326456,126.45462952488444,25.357702349869385,21.0,1,0,20,0.3020228488913219,9712.0,330.7800910420619
Nos1-CreERT2_Sst-IRES-FlpO_Ai65-271577.05.02.01_601947916_m,Undefined,0.0,45.75034588428941,0.85840700513677,40.57413249211356,93.3688996692856,0.5806802392316673,1.0404949119901021,0.0,122.7321,974.6788,22,14502.859645319735,0.06870561673553312,158,317,0,12546,160,3,16,0,160,160,59.477365951140456,316.55108218576396,8254.477979545763,5,2.4187271062271063,504.3724000000001,11.5049786628734,407.5996742440583,4.045693920454608,815.1993484881178,5.901506184572687,2.21566981919194,78.0,58.17799946864058,106.83524225200404,11.504978662873452,2.0,1,0,20,1.7711096694675381,8088.0,289.53808059071815
Nos1-CreERT2_Sst-IRES-FlpO_Ai65-302592.03.01.01_639341665_m,Undefined,0.0,48.7312409120031,0.8784866456872291,42.22241681260946,76.5701449835713,0.4931192236204109,1.0330212258590084,0.0,113.96,698.8924999999999,14,27825.5385607538,0.07163729448947298,284,571,0,23539,288,5,2,0,288,288,87.64123903677785,96.8553286405161,16007.159160256211,7,2.369777412880861,655.409,43.112,223.23855452901532,0.023575354344327427,446.4771090580307,-8.106162888305672,-0.9053074013367874,86.0,77.1185036230931,302.0286325980796,43.11199999999998,52.0,1,0,20,-0.5909453775327975,16167.0,543.153197860962
Nos1-CreERT2_Sst-IRES-FlpO_Ai65-304714.02.01.01_643517283_m,Undefined,0.0,76.36460179752595,0.8584254912700647,66.56,91.41081941905783,0.5309733184386151,1.0400754817320523,0.0,132.9824,840.9799,12,24818.495584195938,0.09012476026105957,162,325,0,21308,164,3,5,0,164,164,51.39710651418047,103.75406250719863,17852.954744765146,5,2.4548014554659074,609.489,30.21802935010482,278.6267467799148,0.02312320312759594,557.2534935598294,-8.295378651160602,-0.0795844817459681,127.0,99.45216804037531,108.87515735517675,30.21802935010474,20.0,1,0,20,0.9482486849121156,14414.0,856.0868171167873
Nos1-CreERT2_Sst-IRES-FlpO_Ai65-304714.03.01.01_644564684_m,Undefined,0.0,63.3343764952591,0.890083439831718,53.439189189189186,73.54915522326024,0.45276212853035847,1.0262860676264207,0.0,152.8461,593.9922,10,9373.487721298347,0.12488437407864506,73,148,0,7762,76,4,2,0,76,76,80.69918307459868,87.90110832783414,6103.1387341583495,5,2.6054292929292933,548.6212,18.496644295302012,181.1409650391308,0.029774094253090008,362.28193007826155,-8.22223555849411,-1.3152278323619997,41.0,36.44799869641464,147.5963418837362,18.496644295302005,19.0,1,0,20,0.020330482943057043,5512.0,145.732311933654
Nos1-CreERT2_Sst-IRES-FlpO_Ai65-315002.02.02.01_614431995_m,Undefined,0.0,64.23303927793316,0.8821229780824424,55.89802631578947,90.51770640760398,0.5226825160185372,1.0295629396271768,0.0,120.0475,529.2445,15,19526.843940491668,0.07587482442738135,151,304,0,16690,154,4,10,0,154,154,130.66899604164752,325.52989297577733,13362.144293835183,5,2.107430875576037,751.318,30.910326086956523,215.67104630425317,0.0252659340913857,431.3420926085066,-8.135661743540528,-1.2342267281506025,73.0,68.08633206476006,83.4476527934713,30.91032608695654,25.5,1,0,20,0.35836977452407487,11375.0,460.7412554792094
Nos1-CreERT2_Sst-IRES-FlpO_Ai65-315002.04.01.01_643422416_m,Undefined,0.0,38.33884146845119,0.849052739060773,34.59213250517598,83.8224895283356,0.6082693422599507,1.0463699802946254,0.0,102.5178,612.5917,13,18517.660429261927,0.06553270424264385,239,483,0,16226,245,6,11,0,245,245,211.77273461046434,153.75427613010365,11178.30418224464,5,2.274135101010101,534.3933000000001,30.643874643874643,201.12437081867319,0.03068246991498234,402.2487416373464,-7.466858611497786,-1.579019660037726,75.0,68.18911229187137,83.89759468436083,30.643874643874568,26.0,1,0,20,0.19517881036103757,10756.0,608.1442409442401
Nos1-CreERT2_Sst-IRES-FlpO_Ai65-321729.02.02.01_644933383_m,Undefined,0.0,85.31197390416989,0.9228533754399609,72.56603773584905,65.21246270268347,0.3838675213675214,1.0211860695420236,0.0,154.2447,565.1537000000001,7,4521.534616921002,0.12129413781978615,25,53,0,3794,29,5,3,0,29,29,150.0747647011559,163.8690557728891,2539.635557202224,4,2.134920634920635,747.5627999999999,6.884090909090909,263.6588627674432,3.251438967059342,527.3177255348864,1.6390560055670262,-1.068681523723019,13.0,11.95526520431185,52.851890486412316,6.884090909090914,8.0,1,0,20,-0.2937273772697668,3029.0,11.022980948436553
Nos1-CreERT2_Sst-IRES-FlpO_Ai65-323427.03.02.01_627859869_m,Undefined,0.0,51.12398808465616,0.8651494959936582,44.2469512195122,88.37852361295272,0.551748322032504,1.0369109397177445,0.0,152.19570000000002,604.8291,16,16768.668091767213,0.07574026269601444,163,328,0,14186,166,3,9,0,166,166,56.906963895377274,200.96474712949976,10505.104876635898,5,2.092749183006536,642.701,24.231578947368423,225.62396233464705,0.02932214046122708,451.24792466929404,-7.8374694753955545,-0.36742683391755815,88.0,81.3329554871592,85.72519940947011,24.231578947368515,12.0,1,0,20,0.9891954892306088,9208.0,668.2259130676294
Nos1-CreERT2_Sst-IRES-FlpO_Ai65-346512.05.02.01_656081412_m,Undefined,0.0,39.78319077000501,0.8804329377481271,33.83653846153846,84.45485124037748,0.5713423145757446,1.033159167620747,0.0,147.2033,411.1504,12,8274.90368016104,0.09713644816164511,101,208,0,6831,108,7,10,0,108,108,172.59393140987885,186.2185082093349,4897.795568550767,5,2.2492063492063497,417.01320000000004,19.13991769547325,148.04227570840087,0.04036964251881103,296.08455141680173,-7.1453022235341335,-1.4783882395887904,45.0,42.37888194685362,81.97382208646991,19.13991769547323,17.0,1,0,20,0.23502105616821603,4651.0,220.66629255518168
Nr5a1-Cre_Ai14-177333.03.01.01_674389884_m,Undefined,0.0,65.234970869345,0.8900005433412564,55.57553956834533,67.45428910660083,0.458121132758814,1.0283489176090475,0.0,145.5314,557.2047,10,9067.660950838957,0.08164497983925977,65,139,0,7587,75,10,3,0,75,75,534.2903096582337,107.07873421181637,6101.855773029218,5,4.155047204066812,444.71739999999994,14.367688022284122,215.3931973045435,3.3981412078264204,430.78639460908687,2.9304381212836024,0.6129677426565316,46.0,42.53201855161307,60.16569757110152,14.367688022284163,12.0,1,0,20,1.1414955028530949,5158.0,117.976159723627
Nr5a1-Cre_Ai14-186567.04.01.01_706190753_m,Undefined,0.0,72.74673498034727,0.8756665471918228,61.07070707070707,78.40137564217517,0.5584725340245476,1.0307986137359404,0.0,87.78,603.7341,8,7201.926763054375,0.09531258192658765,48,99,0,5948,52,5,2,0,52,52,186.27581414939135,123.14052625517598,4935.618203467885,4,3.3434684684684686,542.5216,13.525179856115107,169.48460944619185,3.136945582379259,338.9692188923837,1.6212416804281016,-1.0989717694763839,28.0,23.870988179907396,72.19921990848606,13.525179856115116,15.0,1,0,19,-0.16149561716502672,3760.0,48.71236007583821
Nr5a1-Cre_Ai14-230422.05.01.01_661928451_m,Undefined,0.0,58.16264695671489,0.8750734173543314,50.054455445544555,76.67567974630329,0.5503874691841483,1.0335134121995837,0.0,72.35839999999999,432.2971,9,11748.854685256396,0.09909728119668329,98,202,0,9910,105,8,2,0,105,105,232.67841199443276,75.8278979990987,8165.114463471585,5,4.7342032967032965,505.3369,21.822916666666668,170.81122343772572,0.03373034163258775,341.6224468754514,-7.571706953260719,-0.7673905165715387,64.0,57.9578543442472,86.89351436204862,21.822916666666632,17.0,1,0,20,0.6552363564199576,6285.0,308.67584930313615
Ntsr1-Cre_Ai14-214926.04.02.01_669498058_m,Undefined,0.0,50.119107689692235,0.9067737958446671,43.1948051948052,77.08746357476822,0.47319727891156466,1.0279046293678324,0.0,55.16,488.16429999999997,6,3859.1712921063013,0.11473152365653651,36,77,0,3250,42,7,2,0,42,42,128.63359779331907,58.83331691807159,2407.336858828666,4,3.0185185185185186,472.5612,10.215447154471544,145.68023695609065,3.1526633828628716,291.36047391218136,1.38645723686239,-0.06671640913724985,25.0,22.821556961281814,66.59667975135575,10.215447154471558,9.0,1,0,20,0.5078652460425305,2513.0,32.46359714617554
Oxtr-2A-Cre_Ai14-293837.04.01.02_661930403_m,Undefined,0.0,59.82934402326135,0.8742554574266392,51.3743842364532,79.94247872123697,0.534794475789018,1.0337684684822868,0.0,129.64,719.7613,10,12145.356836722061,0.16883402906445658,98,203,0,10227,106,9,8,0,106,106,156.82764686031126,320.0687863962983,8277.697742625667,5,2.4739729225023344,809.5218,14.07283464566929,302.24136662335854,3.5889104881100105,604.4827332467171,3.9759146789011526,0.5149841626483589,56.0,48.450322955130325,61.99822905094534,14.072834645669252,7.0,1,0,20,1.3517316539921387,7149.0,187.9019824814807
Oxtr-2A-Cre_Ai14-293837.05.01.01_580260666_m,Undefined,0.0,42.33007262245936,0.8919552229436978,37.20338983050848,83.62844378214015,0.6715369809292768,1.0306710270964958,0.0,70.05489999999999,610.7927999999999,11,9989.897138900398,0.08867341079729271,116,236,0,8545,121,6,3,0,121,121,217.08657633089405,105.9995687894903,6660.420770074096,5,2.842220376522702,384.48699999999997,21.18092105263158,178.20014977351784,0.029080616748536552,356.4002995470346,-8.12193931296231,-0.9020467683554765,46.0,41.7873263695592,103.50899788824766,21.180921052631554,21.0,1,0,20,0.10141621308584457,6439.0,150.45890871981945
Oxtr-2A-Cre_Ai14-293837.06.02.01_580260267_m,Undefined,0.0,35.55380890293694,0.8860234498722974,31.60836501901141,79.40700815131802,0.5234850721428381,1.0362030637874102,0.0,94.9043,674.5074,8,9350.651741472419,0.0734392945403571,127,263,0,8051,137,8,3,0,137,137,262.6746405405722,99.44928790542735,5163.522349785124,5,2.9617305458768874,559.052,13.005037783375315,230.69194955864484,3.536854449731773,461.38389911728973,3.3081109805149933,0.6949838145999068,55.0,48.111269577201206,90.8786467958298,13.005037783375261,7.0,1,0,20,1.3234762173113042,5163.0,182.04542910210446
Oxtr-2A-Cre_Ai14-293839.02.02.02_623439672_m,Undefined,0.0,44.11280188835636,0.8831516447068584,38.55018587360595,77.24987264886902,0.5483525601155596,1.0313769030916116,0.0,110.8055,546.2645,21,23732.687415935725,0.06475480625326072,268,538,0,20203,271,3,11,0,271,271,28.837324665868422,140.82598907141448,13614.077157241414,5,2.2632741892610313,426.42510000000004,44.79552715654952,184.96106623920474,0.02555192560180579,369.92213247840914,-8.026395456998513,-0.8304050494979012,114.0,99.74835588144097,237.12957210154434,44.79552715654952,38.0,1,0,20,0.42235340844663966,14021.0,896.7336978782666
Oxtr-2A-Cre_Ai14-293839.04.02.01_648868079_m,Undefined,0.0,29.532481931556834,0.8813404745102597,26.77906976744186,86.28412243977941,0.6313692898148071,1.0388036701187942,0.0,79.2671,649.9378,9,7619.380338341654,0.05647468473180342,129,258,0,6652,130,2,5,0,130,130,65.01535912822607,84.22537671230675,4428.50110270727,5,2.366145092460882,252.63640000000004,12.955752212389381,195.08528659576032,0.030463266384590734,390.1705731915208,-8.434166964333352,-0.5874507803293025,45.0,36.16830663284073,79.65020576986667,12.95575221238939,11.0,1,0,20,0.7629932124469812,4392.0,138.24951563072744
Oxtr-2A-Cre_Ai14-293841.03.01.01_596792784_m,Undefined,0.0,41.21010036098147,0.8913453957969211,36.61857923497268,79.42953249895447,0.5558011432097905,1.0324909339768877,0.0,143.059,779.2869000000001,18,37707.24183029804,0.056153180269609394,455,915,0,32592,461,6,6,0,461,461,277.4493166485526,104.51426366129448,21342.315426971185,6,2.4657580513064383,781.8279,48.05578512396694,280.94939830093847,0.01894392480777948,561.8987966018769,-8.523761354600927,-0.5469261367470164,121.0,108.85963483414368,177.99278650121568,48.05578512396684,42.5,1,0,20,0.5231622354388169,23259.0,859.2577511421397
Oxtr-2A-Cre_Ai14-293841.05.02.01_614432108_m,Undefined,0.0,32.09259680308527,0.8859739141193027,28.53027823240589,72.68296577062132,0.5349015944518907,1.0353550283701665,0.0,99.4,616.3758,18,19608.576646685095,0.05757234602300659,303,611,0,16822,309,7,5,0,309,309,215.00297842702128,66.50485401495587,13310.20461825399,6,2.4658142357392734,499.3846,35.018348623853214,191.80616488246739,0.032585250166178616,383.6123297649345,-7.148186512252287,-1.664692648573699,78.0,70.2941115402852,65.89659652403782,35.018348623853136,34.0,1,0,20,-0.03375098360283265,11451.0,712.0855518658183
Oxtr-T2A-Cre_Ai14-309030.05.02.01_658232461_m,Undefined,0.0,24.933483817235494,0.8839983331246336,22.366795366795365,93.34637636354216,0.5914388369870469,1.0393702509930638,0.0,113.3806,622.642,20,19373.31692599197,0.04402613670298068,387,777,0,16603,391,5,11,0,391,391,224.43765536303457,151.87100179414523,11171.79955136072,6,5.425433102766293,445.64519999999993,28.643617021276597,220.87549701929993,0.02625790957978733,441.7509940386001,-8.160904863911119,-0.6942239797669765,99.0,85.85431481750129,81.28218290310241,28.643617021276665,12.0,1,0,20,0.9343394977762538,10770.0,832.7953191489353
Oxtr-T2A-Cre_Ai14-314785.02.01.01_661930469_m,Undefined,0.0,56.63826484824331,0.8830826743934481,49.22159090909091,87.37435934661924,0.47824903619076553,1.0326631350614768,0.0,103.32,527.1015,9,9968.334613290825,0.11192618164557634,85,176,0,8488,92,8,2,0,92,92,179.89113289723568,81.45389174792916,6769.527903181603,5,2.694047619047619,486.47120000000007,19.083056478405314,176.52741174440914,0.03283045919793315,353.05482348881833,-7.734689770390489,-0.8882188843188517,55.0,50.42805952433238,78.84891057916943,19.08305647840533,13.0,1,0,20,0.7200007170164625,5744.0,241.34974529346627
Oxtr-T2A-Cre_Ai14-314785.03.01.02_656701163_m,Undefined,0.0,74.79631076481148,0.880398802867028,65.98550724637681,79.46340033039911,0.49936287045444644,1.0339653281606629,0.0,100.3147,925.6624,8,10321.890885543991,0.10817224574988599,68,138,0,8969,71,4,1,0,71,71,166.83837765303386,18.6648205645568,6038.9067056372505,5,3.2694444444444444,872.1112,11.74914089347079,335.3555305692658,3.639384734348599,670.7110611385317,4.1529898854124925,-0.5845830172619872,40.0,32.090041091884,107.3599461030696,11.749140893470788,7.0,1,0,20,0.7995360226993093,6838.0,93.46880304723993
Pvalb-IRES-Cre_Ai14-165171.03.01.01_657294860_m,Undefined,0.0,42.39582480634203,0.8981441445883804,36.00931677018634,93.13076180479028,0.6271567219854268,1.0267169648243477,0.0,106.89479999999999,513.9021,24,13651.455587642138,0.06859248022131008,158,322,0,11274,165,7,3,0,165,165,213.89575566183848,75.01125122936502,8344.866599320707,5,3.082207949055775,426.6871,29.8734693877551,149.1393886413572,0.03670202085190249,298.27877728271443,-7.161491685866122,-1.2642408847397213,72.0,68.81586554118923,101.46368243633319,29.873469387755147,26.0,1,0,20,0.2952209043282586,7319.0,488.5863834058214
Pvalb-IRES-Cre_Ai14-170929.04.01.01_491458275_m,Undefined,0.0,42.622179143161254,0.9108295101300661,35.60633484162896,65.85455271458476,0.5597558089689113,1.025104208406031,0.0,107.52000000000001,437.39470000000006,9,9419.50159063864,0.0672033870008135,107,221,0,7649,115,9,5,0,115,115,489.10908835782,106.20584483725018,5941.987856778466,5,2.2369245524296675,548.8855,16.775244299674267,189.4332390967544,0.03430323075979327,378.86647819350884,-7.7546799772404436,-1.4142757910646195,48.0,40.70354705681321,99.0500596584337,16.775244299674238,17.0,1,0,20,0.25772821664216344,5150.0,216.12252240744397
Pvalb-IRES-Cre_Ai14-176848.03.01.01_491119484_m,Undefined,0.0,43.43990934954432,0.9141610317918789,37.403225806451616,77.14780096755611,0.5596847258714382,1.0242766445005236,0.0,85.79780000000001,412.5402,12,8079.8231390152405,0.07761865909288632,91,186,0,6772,96,6,5,0,96,96,122.59681964585478,102.36552805646338,5048.371379870486,4,3.067773520647084,411.80859999999996,20.102880658436213,145.20777365268253,0.03859306480906634,290.41554730536507,-7.261910523746014,-1.4974106249254207,45.0,39.13552230294876,63.60340498836507,20.10288065843624,18.0,1,0,20,0.1135647311267292,4885.0,182.76209910553303
Pvalb-IRES-Cre_Ai14-176852.05.02.01_513557613_m,Undefined,0.0,38.8143567918774,0.9329525090948364,33.422222222222224,64.22234895385313,0.6011698130928901,1.0196847291652662,0.0,76.0724,553.8311,11,5239.938166903451,0.10470486663019857,66,135,0,4378,70,5,2,0,70,70,224.56932164062087,112.974827599769,3174.3567639882294,4,5.438322938322938,342.7012,11.480427046263346,168.80326993532964,0.03273852937625529,337.60653987065933,-8.387916297142134,-1.2314284692753326,29.0,25.12527516320902,143.48277944503022,11.480427046263346,12.0,1,0,20,0.03379181810502313,3226.0,61.286222674123074
Pvalb-IRES-Cre_Ai14-177452.03.02.01_673116803_m,Undefined,0.0,37.19810647736308,0.9105531672889082,32.455621301775146,69.21343747912206,0.5870968292172518,1.0254989872471134,0.0,73.1332,596.8076,13,6286.479994674361,0.06389926241183087,81,169,0,5317,89,8,6,0,89,89,271.9757791026338,60.823061685263774,4016.19510954368,4,2.598607558965615,285.8479,13.270096463022508,183.85377431743123,0.034483645631331654,367.7075486348624,-7.861826773864889,-1.2362303206254708,37.0,33.82884618565419,81.84458340582421,13.270096463022485,11.0,1,0,20,0.3777707862598117,4127.0,125.11390934550369
Pvalb-IRES-Cre_Ai14-178310.02.01.01_657253247_m,Undefined,0.0,30.41150749664052,0.920309185921086,25.881542699724516,81.3118382759542,0.5783009562688213,1.0237846644723894,0.0,119.55999999999999,360.8097,17,11039.377221280498,0.06300089203137231,176,363,0,9033,188,10,13,0,188,188,221.7561281201569,259.4692234514491,6888.773040434751,5,2.5684448252517558,472.8365,20.569023569023567,182.30169048086572,0.03558222116859616,364.60338096173155,-7.51806300090388,-0.6767013294653976,74.0,67.77604171986958,77.60139527226043,20.569023569023578,8.0,1,0,20,0.9039508254354138,6109.0,518.0163345163363
Pvalb-IRES-Cre_Ai14-180631.02.01.01_501276725_m,Undefined,0.0,41.236828475573525,0.9054554576675777,35.71889400921659,83.0936168031148,0.5641852204943817,1.026464629352858,0.0,79.4052,540.1273,10,8948.391779199452,0.06317964124459968,104,217,0,7535,114,8,4,0,114,114,216.1719565190411,127.52596191397434,6375.6409006153835,5,2.3550228927824643,557.247,16.03846153846154,200.70254394010493,0.031196398242550834,401.4050878802099,-8.055819155286448,-1.2935147655770634,46.0,40.50958873314333,84.56902444953977,16.03846153846159,9.0,1,0,20,0.47558825874405464,5421.0,201.7522255192884
Pvalb-IRES-Cre_Ai14-180633.03.02.01_500919203_m,Undefined,0.0,34.820218228267656,0.8981112450341312,30.59776536312849,75.57613340801598,0.4203999152622502,1.031754760306684,0.0,81.7858,351.9356,10,6232.819062859909,0.06829625358493818,86,179,0,5299,94,9,1,0,94,94,393.4384215063103,99.25464313576335,4158.306420127352,5,3.736321548821549,290.98440000000005,17.59722222222222,127.47701278583946,0.03943237167575254,254.95402557167893,-7.406661566068968,-0.8836392980611385,36.0,31.1340092105744,58.10580117680124,17.59722222222223,21.0,1,0,19,-0.46525257799487707,3801.0,76.26957364341087
Pvalb-IRES-Cre_Ai14-180633.05.01.01_491119234_m,Undefined,0.0,48.07654024965887,0.8931876405940735,39.796875,91.88723330848653,0.4462081128747795,1.0313938278687795,0.0,81.90119999999999,526.7113,7,3076.8985759781667,0.07239583272123794,29,64,0,2484,36,7,12,0,36,36,576.9074069902343,334.00841028984354,2087.4199111829744,4,1.7916666666666665,287.8281,8.56637168141593,139.62224365813861,3.291450501519177,279.2444873162768,1.798986058526619,-1.4862111231561945,17.0,15.554385331581871,60.81324390443361,8.56637168141592,9.0,1,0,20,-0.08144850387795634,1936.0,26.2022418879056
Pvalb-IRES-Cre_Ai14-180634.04.01.01_495335480_m,Undefined,0.0,40.171298949894805,0.9173979036824681,33.808383233532936,81.73130089736966,0.6118488155553631,1.0226743500972089,0.0,134.6234,320.36920000000003,10,6708.606924632432,0.06650312780849804,80,167,0,5480,88,8,1,0,88,88,160.43998977885636,28.590312666282426,4286.1825090676,5,3.417156862745098,557.5273,12.946488294314381,183.83919662295418,0.03444008483255992,367.6783932459084,-7.957526956468003,-1.061958550036916,40.0,36.698406955392564,86.36740780944157,12.946488294314399,8.0,1,0,20,0.681021008978337,3871.0,156.02397252586965
Pvalb-IRES-Cre_Ai14-191322.04.02.01_491119269_m,Undefined,0.0,42.788824333635866,0.9140829339115017,35.860759493670884,73.2249774152007,0.604895781097154,1.0237353608144475,0.0,77.2671,480.18679999999995,15,6760.634244714466,0.06281729480581615,75,158,0,5509,84,10,16,0,84,84,531.2471878082049,284.6713237826631,4280.52229202344,4,2.81,345.8076,16.33783783783784,136.87495245950663,0.04150810758301076,273.74990491901326,-7.221604985984895,-1.0530632013398584,47.0,38.219670112785714,89.18548938537988,16.337837837837853,13.0,1,0,20,0.39294448579564023,3627.0,139.1025437201907
Pvalb-IRES-Cre_Ai14-198335.04.01.01_653182186_m,Undefined,0.0,46.36377289791929,0.8981531029447241,40.96595744680851,79.6352400806189,0.5137357898507797,1.0283032233156202,0.0,34.7784,684.5788,15,10895.48663101103,0.0911566942260646,114,235,0,9393,122,9,7,0,122,122,393.27916731855674,102.03275914851879,6771.895005108553,5,2.759662914078675,573.8785,15.520255863539445,271.9030666302928,3.762213047168058,543.8061332605856,4.684573632146694,-0.8068093098291937,51.0,46.18588536152671,62.74686153006758,15.520255863539365,7.0,1,0,20,0.9204535490913105,7279.0,264.31422557541845
Pvalb-IRES-Cre_Ai14-199001.04.02.01_491119245_m,Undefined,0.0,47.550049583982194,0.9246788203860802,41.50694444444444,66.93090321293329,0.5416097451157997,1.0231148542837314,0.0,79.34389999999999,670.3603,11,6847.207140093431,0.07331256813837232,69,144,0,5834,76,7,1,0,76,76,271.82501853293775,11.388095598379085,3977.280118948246,5,3.512987012987013,560.0554999999999,10.117647058823529,259.8964387650122,3.341387319457967,519.7928775300245,2.4312395786950067,-0.9358237796276718,24.0,20.069403734738394,87.22148058326943,10.117647058823527,9.0,1,1,20,0.3749309594594619,4472.0,35.90903027877816
