\,SWC Type,Assigned value,Average branch length,Average contraction,Average fragmentation,Average remote bif. angle,Average partition asymmetry,Average fractal dimension,Average spine/varicosity density,Depth,Height,Highest path order,Cable length,Mean radius,No. of branch points,No. of branches,No. of fitted paths,No. of nodes,No. of paths,No. of primary branches,No. of inner branches,No of spines/varicosities,No. of terminal branches,No. of tips,Length of primary branches (sum),Length of inner branches (sum),Length of terminal branches (sum),Horton-Strahler number,Horton-Strahler bifurcation ratio,Width,Sholl: Centroid,Sholl: Centroid radius,Sholl: Decay,Sholl: Enclosing radius,Sholl: Intercept,Sholl: Kurtosis,Sholl: Max,Sholl: Max (fitted),Sholl: Max (fitted) radius,Sholl: Mean,Sholl: Median,Sholl: No. maxima,Sholl: No. secondary maxima,Sholl: Degree of Polynomial fit,Sholl: Skeweness,Sholl: Sum,Sholl: Variance
Vip-IRES-Cre_Ai14_IVSCC_-253382.05.01.01_556384349_m,Undefined,0.0,34.7800092384671,0.8741134301617454,31.048484848484847,83.75774316144877,0.4308119443093848,1.040036809338719,0.0,82.1957,560.2779,11,5738.701524347073,0.08935164206564991,82,165,0,4959,84,2,3,0,84,84,38.45765863110198,49.487843584444526,2950.807260299114,5,2.536796536796537,455.9126,8.871212121212121,230.53184760907155,3.179875773169573,461.06369521814315,1.40998178965409,-1.0849650428143864,21.0,17.18524027532816,149.4079822479046,8.871212121212118,7.0,1,0,20,0.4014449149354766,3513.0,31.428941311852714
Vip-IRES-Cre_Ai14_IVSCC_-264875.04.02.01_559392178_m,Undefined,0.0,34.161036822735184,0.8951348191957029,29.820627802690584,71.78517027366443,0.5798751345113351,1.031374793180502,0.0,110.3158,501.90649999999994,16,7617.911211469947,0.09237193615658561,111,223,0,6428,113,3,3,0,113,113,79.5805124626427,66.15915732146857,4652.779266055347,5,2.7408653846153848,572.9941,13.951807228915662,197.17454765759513,0.026066787215019975,394.3490953151903,-8.920523041072652,-1.2351532194169264,33.0,28.830987362781006,146.54060037392267,13.951807228915676,15.0,1,0,20,0.2740722778976449,4632.0,86.8012958177119
Vip-IRES-Cre_Ai14_IVSCC_-264875.06.01.01_653337413_m,Undefined,0.0,40.80169360645894,0.9002558799556428,35.601351351351354,76.24473445612392,0.47067112704234165,1.0278361318677554,0.0,51.7751,479.34520000000003,9,6038.6506537559235,0.07317381085372392,73,148,0,5122,76,4,2,0,76,76,272.9679106399311,75.23916902996524,3166.489178401324,5,2.6416666666666666,580.8614,11.088957055214724,192.88227013696374,2.931132230380825,385.7645402739277,0.47032643789044626,-0.1040005248664011,27.0,22.32291316840817,137.6882666823865,11.088957055214715,11.0,1,0,20,0.5640106118738865,3615.0,32.29667767815005
Vipr2-IRES2-Cre_Ai14-302668.05.02.01_661930435_m,Undefined,0.0,60.86894332995493,0.8700989412303899,51.35576923076923,77.35095683810306,0.4505799229635305,1.0371672850020712,0.0,142.52,545.9997999999999,10,12660.74021263063,0.10816016324561974,101,208,0,10475,108,8,2,0,108,108,143.82817531781959,83.40846344506622,9192.888838813597,5,2.952058823529412,510.05850000000004,24.080985915492956,172.0239449687287,0.0335425249590441,344.04788993745734,-7.466318695254,-0.6228560703244255,68.0,64.16077686625754,69.29586475772109,24.080985915493002,21.0,1,0,20,0.7458997840844209,6839.0,379.41744637436034
Vipr2-IRES2-Cre_Ai14-304184.04.01.01_601947998_m,Undefined,0.0,45.797647813306426,0.9092266970611244,39.28150572831424,85.81612253916593,0.5786221831447015,1.026035235423941,0.0,117.3175,766.3838999999999,16,27982.36281393021,0.06220222118351614,304,611,0,23391,308,5,7,0,308,308,94.566225403246,146.21218226525687,16658.118493122147,6,2.3624871365793494,514.9177999999999,32.28942115768463,301.3969560841465,0.020069156295655678,602.793912168293,-8.59925408963949,-0.964192667496905,84.0,75.23170175474878,104.88614071728298,32.2894211576846,36.0,1,0,20,0.37158790532133495,16177.0,536.4980678642714
Vipr2-IRES2-Cre_Ai14-310513.05.02.01_637021223_m,Undefined,0.0,28.149218425190472,0.8673778289504879,25.52110091743119,95.3451993269572,0.593325501632546,1.042399826936834,0.0,124.21900000000001,349.5455,14,15341.324041728814,0.04857105262363856,270,545,0,13365,276,7,1,0,276,276,128.98146383172903,38.730558727787056,8664.533424716217,6,3.3544278110445775,443.03459999999995,36.208,143.95457078991015,0.04036639795621515,287.90914157982064,-6.6839467958704635,-1.2827252866028882,105.0,89.18852678394215,129.50130063028075,36.20799999999997,28.0,1,0,20,0.42176252145042903,9052.0,903.1372851405637
Vipr2-IRES2-Cre_Ai14-310515.06.01.01_596799483_m,Undefined,0.0,34.71467052560985,0.872472805920793,30.30350194552529,77.4811926427547,0.5801835768842483,1.0369878828433317,0.0,135.4181,515.2416000000001,16,8921.670325081725,0.05295981293205352,124,257,0,7532,134,8,3,0,134,134,212.31176397118676,20.70358279212484,5473.7378324539495,5,2.9032521532521534,302.6417,16.612456747404845,171.35902609034417,0.0350399608740174,342.7180521806884,-7.64128767919539,-1.172163563056461,44.0,39.88579080440209,83.2995265716951,16.612456747404842,14.0,1,0,20,0.4495583139648333,4801.0,179.9256776239905
Vipr2-IRES2-Cre_Pvalb-T2A-FlpO_Ai65-344474.02.02.01_648742933_m,Undefined,0.0,37.58826499865952,0.8950526352353395,33.254777070063696,76.34893934095736,0.5576466518843896,1.0297364130984943,0.0,137.4503,452.1424999999999,14,23605.43041915816,0.0600148401962605,312,628,0,20257,317,6,5,0,317,317,154.82443408910314,64.1679542858067,15403.853763366256,6,2.88778377401493,601.8538,42.38837920489296,191.3901301972994,0.032913376450820306,382.78026039459877,-7.069317006833102,-0.2798857719268666,155.0,150.52898861327617,77.49539014123779,42.38837920489308,15.0,1,0,20,1.0686867115803078,13861.0,2252.2505393894944
Vipr2-IRES2-Cre_Pvalb-T2A-FlpO_Ai65-344474.05.01.01_645075400_m,Undefined,0.0,34.141810085993505,0.8854832474038307,30.595092024539877,100.64263241107088,0.6123976271110602,1.034591689916217,0.0,120.2672,417.1103999999999,22,16695.34513205084,0.0578726011003781,241,489,0,14473,249,7,5,0,249,249,110.68035866487668,80.87042609664044,10080.321280206099,5,2.9675591927538534,527.9491,29.236363636363638,191.06561557197057,0.035136334898578175,382.13123114394114,-7.2873144960753065,-1.046845779664498,98.0,91.97152840893555,121.9567758970025,29.236363636363734,9.5,1,0,20,0.7432713950727212,9648.0,1079.1780049737572
Vipr2-IRES2-Cre_Slc32a1-T2A-FlpO_Ai65-315067.04.02.01_610886090_m,Undefined,0.0,30.849644424743722,0.8350061003563682,27.158730158730158,91.28250271073102,0.5136160990790426,1.0492132314615286,0.0,102.2,385.3129,14,9717.63799379428,0.05615169741583985,156,315,0,8241,160,5,9,0,160,160,110.43128667899843,247.9396624852128,5678.716284410395,5,2.0903799019607843,322.576,29.060109289617486,108.4020381135986,0.04470220429120719,216.8040762271972,-6.717135897981253,-0.7634666546975524,74.0,65.72026741826728,86.9598767284912,29.060109289617507,27.0,1,0,20,0.44413265730402185,5318.0,362.606257130847
Vipr2-IRES2-Cre_Slc32a1-T2A-FlpO_Ai65-315067.05.01.01_640104110_m,Undefined,0.0,24.299986285394954,0.8817009538607403,21.807183364839318,89.49084509578181,0.5993611265423506,1.0381761033956898,0.0,87.5876,353.9423,14,12854.692744973936,0.04574754582012372,258,529,0,11008,272,10,1,0,272,272,320.0546083179848,54.80267598400178,7916.664901246917,6,3.7496090059103757,355.196,36.92039800995025,117.61594315448383,0.042252594386282906,235.2318863089676,-6.60281752428059,-1.4559612714481693,74.0,66.50687502848334,94.09275452358705,36.92039800995022,36.0,1,0,20,-0.08704882028544915,7421.0,516.7636318407963
Vipr2-IRES2-Cre_Slc32a1-T2A-FlpO_Ai65-315067.05.02.01_610886173_m,Undefined,0.0,29.01395664933204,0.8508967936465512,25.390697674418604,86.38210153427076,0.5462645081181641,1.0439784020356428,0.0,143.46189999999999,384.0535,12,12476.001359212789,0.050977142326780564,212,430,0,10489,219,7,2,0,219,219,327.7726176866393,60.50949398904634,7493.281233088389,6,2.7650064130446905,259.7781,35.21105527638191,119.1880686334212,0.040620971427453974,238.37613726684233,-6.865975916020838,-1.31604257583225,79.0,72.024149350305,136.04294702602618,35.2110552763819,30.0,1,0,20,0.24091226599533155,7007.0,576.1471498908691
Vipr2-IRES2-Cre_Slc32a1-T2A-FlpO_Ai65-315067.06.01.01_636989642_m,Undefined,0.0,24.060572711898402,0.8757387479243554,22.005714285714287,86.79824823228638,0.5771374969695255,1.0413797106943727,0.0,107.2316,506.60010000000005,16,16842.400898328866,0.04305742084020689,346,700,0,14705,355,7,2,0,355,355,342.0323226806892,45.69787780836319,10089.248103012787,6,2.9877589941157305,315.3288,30.916923076923077,187.10130856594614,0.036900357478519955,374.2026171318922,-7.004728547789716,-0.9624979511204677,100.0,91.45947003219385,121.26936666311323,30.916923076923116,22.0,1,0,20,0.697514197575151,10048.0,1063.6381386514718
Vipr2-IRES2-Cre_Slc32a1-T2A-FlpO_Ai65-315069.04.01.01_614432441_m,Undefined,0.0,25.875679434318283,0.8725895027080499,23.271767810026386,97.60817838795299,0.6028443650889863,1.0424764655497076,0.0,91.8,565.966,19,9806.882505606625,0.043702460819522865,186,379,0,8442,194,5,15,0,194,194,116.6849283490355,240.80533828526788,5559.545779285117,5,2.9201505602240894,518.7467999999999,11.838235294117647,278.1260451511692,4.095187634373476,556.2520903023384,5.6113637468334705,0.6277360127601828,62.0,54.32377875460597,101.88196180274409,11.838235294117696,1.0,1,0,20,1.468106311041528,5635.0,318.59904024768065
Vipr2-IRES2-Cre_Slc32a1-T2A-FlpO_Ai65-315069.05.01.01_638206442_m,Undefined,0.0,25.995808898413856,0.8862361145696401,23.15481171548117,99.60902141021788,0.5872444339906628,1.0344309337895026,0.0,87.5708,358.32579999999996,17,12425.996653441834,0.042542972317633564,233,478,0,10591,246,7,3,0,246,246,242.59188171347543,77.78895332243326,7502.177405422664,6,2.4961052196667124,347.967,35.46666666666667,114.68060491056592,0.047934263900240706,229.36120982113184,-6.173107083591416,-1.0818359856089346,96.0,88.00491889735683,75.66555375542494,35.46666666666665,27.0,1,0,20,0.49161587390768957,6916.0,775.3532646048116
Vipr2-IRES2-Cre_Slc32a1-T2A-FlpO_Ai65-315069.05.02.01_614432539_m,Undefined,0.0,23.387108944891672,0.882966055784665,21.05871212121212,94.42644598572916,0.5777596916557461,1.0372061901116445,0.0,84.2178,571.0492999999999,18,12348.393522902808,0.04007351239072426,263,528,0,10592,266,3,6,0,266,266,39.33240285805722,93.75941734779458,7326.105659322561,5,2.9514728884254433,561.7983,15.492273730684326,265.7893349603451,4.143894414775756,531.57866992069,6.046953440696749,-0.617521351283203,62.0,57.43135631312987,78.79595328470405,15.49227373068438,1.0,1,0,20,1.0204270263770325,7018.0,424.54252866827414
Vipr2-IRES2-Cre_Slc32a1-T2A-FlpO_Ai65-315072.04.02.01_623893374_m,Undefined,0.0,26.437859570610772,0.8786165450884684,23.454761904761906,86.61436235809207,0.5816404379258873,1.038565177585283,0.0,153.96359999999999,265.3198,11,11103.901019656516,0.04925734145615859,207,420,0,9432,214,5,2,0,214,214,81.9222708998359,59.21570435723108,6791.381670616492,6,2.7128636972883804,432.4972,21.097472924187727,163.91325013819542,0.0370620043771446,327.82650027639085,-7.323764040594324,-0.9256955409628733,66.0,58.60632829671805,71.26663049486758,21.097472924187745,11.0,1,0,20,0.7304376113862199,5844.0,387.84916025741586
Vipr2-IRES2-Cre_Slc32a1-T2A-FlpO_Ai65-315072.05.01.01_638976782_m,Undefined,0.0,28.95797699390466,0.8646438845644215,26.241197183098592,94.70050456122257,0.5714873885790765,1.042106870731958,0.0,134.9281,760.4866999999999,15,16448.130932537882,0.047672193519469726,281,568,0,14338,288,7,2,0,288,288,322.6898002910185,83.28135981689114,9973.620400142787,6,2.8607318161535025,385.4525,18.398039215686275,294.2562901412912,4.16036436773468,588.5125802825823,6.265322872889697,0.048759378672685205,94.0,78.35905142222758,109.84026547513815,18.398039215686207,1.0,1,0,20,1.2822753741550768,9383.0,729.010212257787
Vipr2-IRES2-Cre_Slc32a1-T2A-FlpO_Ai65-343382.04.02.01_640109715_m,Undefined,0.0,23.818108623018077,0.8790658604041656,21.5139146567718,87.35799008271047,0.5247020949812182,1.039143390276842,0.0,104.4285,525.5763999999999,19,12837.960547806742,0.03869348683503718,263,539,0,11058,277,6,5,0,277,277,133.2271532136146,72.60332894114009,7440.291654050669,6,2.3863792473511145,396.7747,21.13707165109034,187.73624338351502,0.037037577538816674,375.4724867670301,-7.289121017677987,-0.5275124037946934,81.0,72.2704406778349,71.5744427899651,21.137071651090267,10.0,1,0,20,0.8830712587176625,6785.0,547.5186526479735
